"No.","Time","Source","Destination","Protocol","Length","Info"
"5101","0.000052","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=9608 Ack=405845 Win=264704 Len=0"
"5102","0.000933","173.194.54.170","192.168.1.19","TCP","2870","443  >  57054 [ACK] Seq=405845 Ack=9608 Win=89344 Len=2816 [TCP segment of a reassembled PDU]"
"5103","0.000000","173.194.54.170","192.168.1.19","TLSv1.3","902","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5104","0.000044","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=9608 Ack=409509 Win=263680 Len=0"
"5105","0.000749","142.250.188.246","192.168.1.19","TCP","60","443  >  57017 [ACK] Seq=107801 Ack=5183 Win=78080 Len=0"
"5106","0.001975","192.168.1.19","142.250.176.3","TCP","66","57068  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5107","0.000670","192.168.1.19","142.250.176.3","TCP","66","57069  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5108","0.000555","192.168.1.19","142.250.176.3","TCP","66","57070  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5109","0.000682","192.168.1.19","142.250.188.246","TLSv1.3","1138","Application Data"
"5110","0.001651","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5111","0.000404","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5112","0.000031","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=5183 Ack=110625 Win=131072 Len=0"
"5113","0.000878","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5114","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","857","Application Data"
"5115","0.000046","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=5183 Ack=112840 Win=131072 Len=0"
"5116","0.003997","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5117","0.002735","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5118","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5119","0.000000","142.250.176.3","192.168.1.19","TCP","60","443  >  57064 [ACK] Seq=4343 Ack=598 Win=66816 Len=0"
"5120","0.000091","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=5174 Ack=57183 Win=131072 Len=0"
"5121","0.000057","192.168.1.19","142.250.176.3","TLSv1.3","1123","Application Data"
"5122","0.000838","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5123","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5124","0.000048","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=4024 Ack=84528 Win=131072 Len=0"
"5125","0.000762","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5126","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1284","Application Data"
"5127","0.000039","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=5174 Ack=60007 Win=131072 Len=0"
"5128","0.000709","142.250.188.246","192.168.1.19","TLSv1.3","626","Application Data"
"5129","0.017464","192.168.1.19","142.250.189.14","TLSv1.3","3289","Application Data"
"5130","0.012414","192.168.1.19","142.250.188.246","TLSv1.3","1113","Application Data"
"5131","0.000224","192.168.1.19","142.250.72.129","TLSv1.3","1185","Application Data"
"5132","0.006255","142.250.176.3","192.168.1.19","TCP","66","443  >  57069 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"5133","0.000163","192.168.1.19","142.250.176.3","TCP","54","57069  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"5134","0.000130","192.168.1.19","142.250.176.3","TLSv1.3","571","Client Hello (SNI=www.gstatic.com)"
"5135","0.000340","142.250.176.3","192.168.1.19","TCP","66","443  >  57070 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"5136","0.000000","142.250.176.3","192.168.1.19","TCP","66","443  >  57068 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"5137","0.000190","192.168.1.19","142.250.176.3","TCP","54","57070  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"5138","0.000044","192.168.1.19","142.250.176.3","TLSv1.3","571","Client Hello (SNI=www.gstatic.com)"
"5139","0.000012","192.168.1.19","142.250.176.3","TCP","54","57068  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"5140","0.000084","192.168.1.19","142.250.176.3","TLSv1.3","571","Client Hello (SNI=www.gstatic.com)"
"5141","0.002130","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=4024 Ack=85758 Win=130048 Len=0"
"5142","0.004593","192.168.1.19","173.194.54.170","TLSv1.3","2304","Application Data"
"5143","0.000271","142.250.176.3","192.168.1.19","TCP","60","443  >  57064 [ACK] Seq=4343 Ack=1667 Win=68864 Len=0"
"5144","0.000539","142.250.176.3","192.168.1.19","TLSv1.3","1466","Application Data"
"5145","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","652","Application Data"
"5146","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","1466","Application Data"
"5147","0.000059","192.168.1.19","142.250.176.3","TCP","54","57064  >  443 [ACK] Seq=1667 Ack=7765 Win=131072 Len=0"
"5148","0.001017","142.250.176.3","192.168.1.19","TLSv1.3","1466","Application Data"
"5149","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","195","Application Data"
"5150","0.000000","142.250.188.246","192.168.1.19","TCP","60","443  >  57014 [ACK] Seq=74425 Ack=3978 Win=75264 Len=0"
"5151","0.000103","192.168.1.19","142.250.176.3","TCP","54","57064  >  443 [ACK] Seq=1667 Ack=9318 Win=131072 Len=0"
"5152","0.006463","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5153","0.000107","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5154","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","522","Application Data"
"5155","0.000151","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=3978 Ack=79129 Win=131072 Len=0"
"5156","0.015379","142.250.189.14","192.168.1.19","TCP","60","443  >  56976 [ACK] Seq=9073070 Ack=33416 Win=125184 Len=0"
"5157","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56976 [ACK] Seq=9073070 Ack=34828 Win=125184 Len=0"
"5158","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56976 [ACK] Seq=9073070 Ack=35239 Win=125184 Len=0"
"5159","0.002273","173.194.54.170","192.168.1.19","TCP","60","443  >  57054 [ACK] Seq=409509 Ack=11858 Win=94976 Len=0"
"5160","0.001545","173.194.54.170","192.168.1.19","TLSv1.3","1462","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5161","0.000543","173.194.54.170","192.168.1.19","TCP","8502","443  >  57054 [ACK] Seq=410917 Ack=11858 Win=94976 Len=8448 [TCP segment of a reassembled PDU]"
"5162","0.000199","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=419365 Win=264704 Len=0"
"5163","0.000659","173.194.54.170","192.168.1.19","TLSv1.3","12726","Application Data"
"5164","0.000062","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=432037 Win=264704 Len=0"
"5165","0.001314","173.194.54.170","192.168.1.19","TLSv1.3","14134","Application Data"
"5166","0.000062","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=446117 Win=264704 Len=0"
"5167","0.001277","173.194.54.170","192.168.1.19","TLSv1.3","14134","Application Data"
"5168","0.000057","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=460197 Win=264704 Len=0"
"5169","0.001070","173.194.54.170","192.168.1.19","TCP","11318","443  >  57054 [ACK] Seq=460197 Ack=11858 Win=94976 Len=11264 [TCP segment of a reassembled PDU]"
"5170","0.000055","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=471461 Win=264704 Len=0"
"5171","0.000361","173.194.54.170","192.168.1.19","TLSv1.3","12726","Application Data"
"5172","0.000043","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=484133 Win=264704 Len=0"
"5173","0.002521","173.194.54.170","192.168.1.19","TLSv1.3","40886","Application Data, Application Data"
"5174","0.000083","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=524965 Win=264704 Len=0"
"5175","0.001976","142.250.188.246","192.168.1.19","TCP","60","443  >  57016 [ACK] Seq=60579 Ack=6233 Win=80896 Len=0"
"5176","0.000229","173.194.54.170","192.168.1.19","TLSv1.3","12726","Application Data"
"5177","0.000046","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=537637 Win=264704 Len=0"
"5178","0.001239","173.194.54.170","192.168.1.19","TLSv1.3","21174","Application Data, Application Data"
"5179","0.000000","173.194.54.170","192.168.1.19","TLSv1.3","386","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5180","0.000073","192.168.1.19","173.194.54.170","TCP","54","57054  >  443 [ACK] Seq=11858 Ack=559089 Win=264704 Len=0"
"5181","0.000828","142.250.72.129","192.168.1.19","TCP","60","443  >  57026 [ACK] Seq=20900 Ack=5070 Win=78080 Len=0"
"5182","0.003485","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5183","0.000164","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=63403 Win=131072 Len=0"
"5184","0.002092","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5185","0.000056","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=66227 Win=131072 Len=0"
"5186","0.000481","192.168.1.19","142.250.176.3","TLSv1.3","1126","Application Data"
"5187","0.000227","142.250.176.3","192.168.1.19","TCP","60","443  >  57069 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"5188","0.001564","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5189","0.000274","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5190","0.000017","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=69051 Win=131072 Len=0"
"5191","0.001247","142.250.176.3","192.168.1.19","TCP","60","443  >  57070 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"5192","0.001922","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5193","0.000216","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5194","0.000059","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=71875 Win=131072 Len=0"
"5195","0.001738","142.250.176.3","192.168.1.19","TCP","60","443  >  57068 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"5196","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"5197","0.001041","142.250.176.3","192.168.1.19","TCP","2878","443  >  57069 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=2824 [TCP segment of a reassembled PDU]"
"5198","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","160","Application Data"
"5199","0.000047","192.168.1.19","142.250.176.3","TCP","54","57069  >  443 [ACK] Seq=518 Ack=4343 Win=131072 Len=0"
"5200","0.001111","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5201","0.000033","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=74699 Win=131072 Len=0"
"5202","0.001547","142.250.176.3","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"5203","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","160","Application Data"
"5204","0.000099","192.168.1.19","142.250.176.3","TCP","54","57070  >  443 [ACK] Seq=518 Ack=4343 Win=131072 Len=0"
"5205","0.000992","142.250.176.3","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"5206","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","160","Application Data"
"5207","0.000051","192.168.1.19","142.250.176.3","TCP","54","57068  >  443 [ACK] Seq=518 Ack=4343 Win=131072 Len=0"
"5208","0.000742","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5209","0.000029","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=77523 Win=131072 Len=0"
"5210","0.001811","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5211","0.000664","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5212","0.000044","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=80347 Win=131072 Len=0"
"5213","0.001545","192.168.1.19","142.250.188.246","TLSv1.3","1200","Application Data"
"5214","0.000753","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5215","0.000126","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5216","0.000038","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=83171 Win=131072 Len=0"
"5217","0.003344","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5218","0.000364","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5219","0.000051","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=85995 Win=131072 Len=0"
"5220","0.001666","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5221","0.000134","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5222","0.000016","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=23724 Win=131072 Len=0"
"5223","0.001484","192.168.1.19","142.250.189.14","TLSv1.3","3892","Application Data"
"5224","0.000113","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5225","0.000138","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5226","0.000032","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=88819 Win=131072 Len=0"
"5227","0.001061","142.250.189.14","192.168.1.19","TCP","1466","443  >  56976 [ACK] Seq=9073070 Ack=35239 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"5228","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","899","Application Data"
"5229","0.000000","142.250.189.14","192.168.1.19","TCP","1466","443  >  56976 [ACK] Seq=9075327 Ack=35239 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"5230","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","528","Application Data"
"5231","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","193","Application Data"
"5232","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","81","Application Data"
"5233","0.000077","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=35239 Ack=9077379 Win=4201984 Len=0"
"5234","0.000767","142.250.72.129","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5235","0.000036","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=26548 Win=131072 Len=0"
"5236","0.003474","192.168.1.19","142.250.176.3","TLSv1.3","134","Change Cipher Spec, Application Data"
"5237","0.000907","192.168.1.19","142.250.176.3","TLSv1.3","134","Change Cipher Spec, Application Data"
"5238","0.000647","142.250.188.246","192.168.1.19","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"5239","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5240","0.000079","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=94467 Win=131072 Len=0"
"5241","0.000054","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=29372 Win=131072 Len=0"
"5242","0.001367","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5243","0.000342","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5244","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5245","0.000028","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=97291 Win=131072 Len=0"
"5246","0.000077","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5247","0.000013","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=32196 Win=131072 Len=0"
"5248","0.000902","192.168.1.19","142.250.176.3","TLSv1.3","134","Change Cipher Spec, Application Data"
"5249","0.001992","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5250","0.000078","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5251","0.000026","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=100115 Win=131072 Len=0"
"5252","0.001494","142.250.72.129","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5253","0.000068","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=35020 Win=131072 Len=0"
"5254","0.001633","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5255","0.000311","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5256","0.000029","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=102939 Win=131072 Len=0"
"5257","0.001846","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5258","0.000120","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5259","0.000065","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=37844 Win=131072 Len=0"
"5260","0.002260","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5261","0.000036","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=105763 Win=131072 Len=0"
"5262","0.000803","192.168.1.19","142.250.189.14","TLSv1.3","5659","Application Data"
"5263","0.000261","142.250.176.3","192.168.1.19","TLSv1.3","1466","Application Data"
"5264","0.000741","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5265","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5266","0.002893","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5267","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5268","0.000000","142.250.176.3","192.168.1.19","TLSv1.3","464","Application Data"
"5269","0.000074","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=108587 Win=131072 Len=0"
"5270","0.000050","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=40668 Win=131072 Len=0"
"5271","0.000023","192.168.1.19","142.250.176.3","TCP","54","57064  >  443 [ACK] Seq=2739 Ack=11140 Win=131072 Len=0"
"5272","0.000324","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5273","0.000016","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=111411 Win=131072 Len=0"
"5274","0.007279","142.250.72.129","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5275","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5276","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"5277","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1223","Application Data"
"5278","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5279","0.000124","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=5070 Ack=46073 Win=131072 Len=0"
"5280","0.000076","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=117059 Win=131072 Len=0"
"5281","0.002477","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5282","0.000052","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=119883 Win=131072 Len=0"
"5283","0.002468","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5284","0.000114","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5285","0.000018","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=122707 Win=131072 Len=0"
"5286","0.002996","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5287","0.000174","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5288","0.000038","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=125531 Win=131072 Len=0"
"5289","0.002432","192.168.1.19","142.250.189.14","TLSv1.3","4829","Application Data"
"5290","0.000998","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5291","0.000000","142.250.188.246","192.168.1.19","TCP","60","443  >  57014 [ACK] Seq=79129 Ack=5124 Win=78080 Len=0"
"5292","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data, Application Data"
"5293","0.000078","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=128355 Win=131072 Len=0"
"5294","0.001005","142.250.189.14","192.168.1.19","TCP","60","443  >  56995 [ACK] Seq=155043 Ack=41099 Win=125184 Len=0"
"5295","0.002169","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5296","0.000046","192.168.1.19","142.250.189.14","TCP","54","56995  >  443 [ACK] Seq=42113 Ack=157867 Win=131072 Len=0"
"5297","0.001411","142.250.189.14","192.168.1.19","TLSv1.3","710","Application Data"
"5298","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5299","0.000064","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=131179 Win=131072 Len=0"
"5300","0.005565","142.250.188.246","192.168.1.19","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5301","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"5302","0.000110","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=5124 Ack=87601 Win=131072 Len=0"
"5303","0.000070","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=136827 Win=131072 Len=0"
"5304","0.001428","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5305","0.000044","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=139651 Win=131072 Len=0"
"5306","0.000803","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5307","0.000000","142.250.176.3","192.168.1.19","TCP","60","443  >  57069 [ACK] Seq=4343 Ack=598 Win=66816 Len=0"
"5308","0.000059","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=5124 Ack=90425 Win=131072 Len=0"
"5309","0.000066","192.168.1.19","142.250.176.3","TLSv1.3","1124","Application Data"
"5310","0.000654","142.250.176.3","192.168.1.19","TCP","60","443  >  57070 [ACK] Seq=4343 Ack=598 Win=66816 Len=0"
"5311","0.000027","192.168.1.19","142.250.176.3","TLSv1.3","1126","Application Data"
"5312","0.000088","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5313","0.000712","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5314","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5315","0.000050","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=5124 Ack=93249 Win=131072 Len=0"
"5316","0.000036","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=142475 Win=131072 Len=0"
"5317","0.001210","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5318","0.000165","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5319","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","458","Application Data"
"5320","0.000049","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=145299 Win=131072 Len=0"
"5321","0.002505","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5322","0.000291","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5323","0.000120","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=148123 Win=131072 Len=0"
"5324","0.000692","142.250.176.3","192.168.1.19","TCP","60","443  >  57068 [ACK] Seq=4343 Ack=598 Win=66816 Len=0"
"5325","0.001480","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"5326","0.000100","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=150947 Win=131072 Len=0"
"5327","0.001325","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5328","0.001008","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5329","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56993 [ACK] Seq=405520 Ack=55241 Win=125184 Len=0"
"5330","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56993 [ACK] Seq=405520 Ack=56653 Win=125184 Len=0"
"5331","0.000055","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=153771 Win=131072 Len=0"
"5332","0.000700","142.250.189.14","192.168.1.19","TCP","60","443  >  56993 [ACK] Seq=405520 Ack=58065 Win=125184 Len=0"
"5333","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56993 [ACK] Seq=405520 Ack=59434 Win=125184 Len=0"
"5334","0.000104","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5335","0.000308","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5336","0.000016","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=156595 Win=131072 Len=0"
"5337","0.001925","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5338","0.000389","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5339","0.000054","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=159419 Win=131072 Len=0"
"5340","0.001930","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5341","0.000342","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5342","0.000046","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=162243 Win=131072 Len=0"
"5343","0.001700","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5344","0.000134","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5345","0.000030","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=165067 Win=131072 Len=0"
"5346","0.001313","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5347","0.000405","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"5348","0.000026","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=6233 Ack=167891 Win=131072 Len=0"
"5349","0.003187","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
